14.000	22.000	15.000	0.000
14.000	22.000	16.000	0.000	0.000	0.000	0.000	0.000
14.000	22.000	17.000	0.000	0.000	0.000	0.000	0.000
14.000	22.000	19.000	0.000	0.000	0.000	0.000	0.000
14.000	22.000	20.000	994.030	23.000	50.000	19.644	18.978	19.020	18.818	19.614	19.593	19.625	20.359	20.272	19.629	2.339	0.000	-0.019	11.012	5.271	0.000	0.000	0.000	0.000	0.000
14.000	22.000	21.000	994.030	23.000	50.000	19.646	18.950	19.035	18.803	19.686	19.591	19.625	20.365	20.272	19.625	6.292	0.000	-0.018	10.970	5.366	0.000	0.000	0.000	0.000	0.000
14.000	22.000	22.000	994.030	23.000	50.000	19.674	18.998	19.022	18.791	19.618	19.591	19.648	20.360	20.272	19.629	6.351	0.000	-0.019	10.948	5.466	0.000	0.000	0.000	0.000	0.000
14.000	22.000	23.000	994.030	23.000	50.000	19.673	18.959	19.014	18.811	19.689	19.590	19.651	20.420	20.271	19.629	6.288	0.000	-0.018	10.944	5.357	0.000	0.000	0.000	0.000	0.000
14.000	22.000	24.000	994.030	23.000	50.000	19.673	18.955	18.998	18.759	19.617	19.589	19.653	20.453	20.207	19.692	6.273	0.000	-0.019	10.951	5.333	0.000	0.000	0.000	0.000	0.000
14.000	22.000	25.000	994.030	23.000	50.000	19.673	18.980	19.007	18.781	19.618	19.564	19.625	20.398	20.212	19.692	6.278	0.000	-0.020	11.000	5.342	0.000	0.000	0.000	0.000	0.000
14.000	22.000	26.000	994.030	23.000	50.000	19.674	18.971	19.055	18.738	19.615	19.561	19.591	20.398	20.209	19.668	6.362	0.000	-0.020	11.073	5.484	0.000	0.000	0.000	0.000	0.000
14.000	22.000	27.000	994.030	23.000	50.000	19.659	19.002	18.991	18.797	19.620	19.529	19.588	20.393	20.239	19.695	6.324	0.000	-0.020	11.128	5.420	0.000	0.000	0.000	0.000	0.000
14.000	22.000	28.000	994.030	23.000	50.000	19.644	18.963	19.015	18.764	19.611	19.529	19.627	20.394	20.264	19.722	6.266	0.000	-0.020	11.078	5.320	0.000	0.000	0.000	0.000	0.000
14.000	22.000	29.000	994.030	23.000	50.000	19.642	18.999	19.014	18.816	19.617	19.593	19.624	20.395	20.252	19.692	6.294	0.000	-0.020	11.014	5.369	0.000	0.000	0.000	0.000	0.000
14.000	22.000	30.000	994.030	23.000	50.000	19.629	18.982	19.006	18.771	19.614	19.561	19.624	20.332	20.251	19.719	6.357	0.000	-0.020	11.009	5.477	0.000	0.000	0.000	0.000	0.000
14.000	22.000	31.000	994.030	23.000	50.000	19.627	18.983	19.015	18.788	19.696	19.558	19.624	20.331	20.275	19.689	6.348	0.000	-0.020	11.014	5.461	0.000	0.000	0.000	0.000	0.000
14.000	22.000	32.000	994.030	23.000	50.000	19.597	18.999	18.999	18.782	19.611	19.592	19.609	20.328	20.270	19.716	6.349	0.000	-0.020	10.971	5.465	0.000	0.000	0.000	0.000	0.000
14.000	22.000	33.000	994.030	23.000	50.000	19.604	18.972	19.007	18.774	19.610	19.593	19.560	20.329	20.239	19.689	6.332	0.000	-0.018	11.008	5.434	0.000	0.000	0.000	0.000	0.000
14.000	22.000	34.000	994.030	23.000	50.000	19.613	18.987	18.991	18.781	19.608	19.561	19.563	20.364	20.272	19.664	6.364	0.000	-0.019	10.949	5.490	0.000	0.000	0.000	0.000	0.000
14.000	22.000	35.000	994.030	23.000	50.000	19.595	18.946	19.030	18.810	19.622	19.531	19.558	20.364	20.273	19.692	6.355	0.000	-0.020	10.948	5.475	0.000	0.000	0.000	0.000	0.000
14.000	22.000	36.000	994.030	23.000	50.000	19.598	18.965	18.995	18.775	19.616	19.558	19.561	20.326	20.238	19.684	6.335	0.000	-0.018	10.951	5.440	0.000	0.000	0.000	0.000	0.000
14.000	22.000	37.000	994.030	23.000	50.000	19.582	18.973	19.024	18.771	19.677	19.561	19.622	20.299	20.241	19.660	6.274	0.000	-0.020	10.951	5.336	0.000	0.000	0.000	0.000	0.000
14.000	22.000	38.000	994.030	23.000	50.000	19.580	18.999	19.014	18.831	19.685	19.562	19.619	20.330	20.238	19.692	6.291	0.000	-0.019	10.946	5.365	0.000	0.000	0.000	0.000	0.000
14.000	22.000	39.000	994.030	23.000	50.000	19.580	18.999	19.010	18.795	19.690	19.525	19.713	20.329	20.261	19.718	6.291	0.000	-0.020	10.949	5.365	0.000	0.000	0.000	0.000	0.000
14.000	22.000	40.000	994.030	23.000	50.000	19.597	18.983	19.022	18.793	19.689	19.530	19.715	20.332	20.304	19.691	6.252	0.000	-0.020	10.950	5.299	0.000	0.000	0.000	0.000	0.000
14.000	22.000	41.000	994.030	23.000	50.000	19.596	19.005	19.009	18.802	19.687	19.497	19.715	20.332	20.335	19.691	6.292	0.000	-0.019	10.949	5.367	0.000	0.000	0.000	0.000	0.000
14.000	22.000	42.000	994.030	23.000	50.000	19.597	18.981	19.000	18.773	19.696	19.592	19.690	20.346	20.336	19.748	6.292	0.000	-0.020	10.948	5.367	0.000	0.000	0.000	0.000	0.000
14.000	22.000	43.000	994.030	23.000	50.000	19.596	18.970	18.984	18.809	19.699	19.596	19.684	20.361	20.335	19.752	6.274	0.000	-0.019	11.014	5.335	0.000	0.000	0.000	0.000	0.000
14.000	22.000	44.000	994.030	23.000	50.000	19.599	18.974	19.029	18.801	19.694	19.593	19.688	20.368	20.304	19.755	6.291	0.000	-0.020	11.011	5.365	0.000	0.000	0.000	0.000	0.000
14.000	22.000	45.000	994.030	23.000	50.000	19.613	18.965	19.017	18.783	19.699	19.560	19.686	20.424	20.334	19.747	6.321	0.000	-0.019	10.948	5.415	0.000	0.000	0.000	0.000	0.000
