15,33,3,1000,23,0,20.123,460.74,788.42,694.61,56.713,55.773,45.463,23.12,15.29,50.28,20.101,2.279,20.401,32.469,55.256,2600,10.3,18,2.4,0
15,33,4,1000,23,0,20.122,460.76,788.7,694.58,56.717,55.434,45.399,23.132,15.291,50.342,20.146,2.279,20.4,32.595,55.5,2600,10.3,18,2.4,0
15,33,5,1000,23,0,20.121,460.74,788.71,694.61,56.794,55.334,45.432,23.108,15.244,50.401,20.258,2.279,20.34,32.471,56.123,2600,10.3,18,2.4,0
15,33,6,1000,23,0,20.136,460.74,788.99,694.57,56.799,55.271,45.432,23.108,15.229,50.464,20.35,2.279,20.3,32.239,56.629,2600,10.3,18,2.4,0
15,33,7,1000,23,0,20.137,461.05,789.03,694.59,56.873,55.36,45.458,23.109,15.231,50.46,20.373,2.279,20.503,32.278,56.756,2600,10.3,18,2.4,0
15,33,8,1000,23,0,20.136,461.04,789.01,694.6,56.722,55.413,45.343,23.108,15.199,50.497,20.152,2.279,20.515,32.404,55.534,2600,10.3,18,2.4,0
15,33,9,1000,23,0,20.136,461.02,789.04,694.57,56.723,55.378,45.507,23.106,15.233,50.462,20.102,2.279,20.458,32.53,55.257,2600,10.3,18,2.4,0
15,33,10,1000,23,0,20.139,461.02,788.7,694.55,56.714,55.344,45.501,23.108,15.235,50.53,20.302,2.279,20.4,32.591,56.363,2600,10.3,18,2.4,0
15,33,11,1000,23,0,20.137,461.09,789.01,694.56,56.648,55.398,45.539,23.136,15.293,50.494,20.159,2.261,20.459,32.531,55.572,2600,10.3,18,2.4,0
15,33,12,1000,23,0,20.124,461.06,789.01,694.59,56.627,55.523,45.521,23.108,15.322,50.473,19.697,2.261,20.458,32.712,53.053,2600,10.3,18,2.4,0
15,33,13,1000,23,0,20.121,461.04,789.02,694.57,56.668,55.616,45.461,23.109,15.358,50.445,20.172,2.261,20.692,32.714,55.646,2600,10.3,18,2.4,0
15,33,14,1000,23,0,20.107,461.31,789.02,694.85,56.723,55.493,45.402,23.082,15.324,50.432,20.185,2.261,20.633,32.654,55.72,2600,10.3,18,2.4,0
15,33,15,1000,23,0,20.109,461.36,789,694.88,56.699,55.304,45.396,23.107,15.301,50.432,20.049,2.261,20.693,32.532,54.973,2600,10.3,18,2.4,0
15,33,16,1000,23,0,20.089,461.37,788.99,694.84,56.709,55.396,45.494,23.14,15.293,50.524,20.254,2.261,20.573,32.343,56.106,2600,10.3,18,2.4,0
