16.000	0.000	6.000	1000.000	23.000	50.000	22.419	361.463	551.877	680.102	63.375	64.958	55.891	39.980	17.557	60.318	28.331	0.000	20.405	9.863	108.381	0.000	0.000	0.000	0.000	0.000
16.000	0.000	7.000	1000.000	23.000	50.000	22.404	361.454	552.218	680.050	63.228	64.993	55.862	39.980	17.619	60.375	28.180	0.000	20.347	9.834	107.236	0.000	0.000	0.000	0.000	0.000
16.000	0.000	8.000	1000.000	23.000	50.000	22.402	361.758	552.204	680.129	63.145	64.928	55.803	40.006	17.586	60.379	28.161	0.000	20.339	9.801	107.091	0.000	0.000	0.000	0.000	0.000
16.000	0.000	9.000	1000.000	23.000	50.000	22.399	361.777	552.516	680.343	63.178	64.994	55.847	39.978	17.552	60.376	28.341	0.000	20.514	9.800	108.462	0.000	0.000	0.000	0.000	0.000
16.000	0.000	10.000	1000.000	23.000	50.000	22.402	361.777	552.488	680.395	63.218	65.058	55.860	39.978	17.553	60.383	28.270	0.000	20.457	9.800	107.921	0.000	0.000	0.000	0.000	0.000
16.000	0.000	11.000	1000.000	23.000	50.000	22.400	361.790	552.488	680.460	63.219	65.035	55.862	39.982	17.548	60.376	28.266	0.000	20.397	9.866	107.892	0.000	0.000	0.000	0.000	0.000
16.000	0.000	12.000	1000.000	23.000	50.000	22.387	362.101	552.808	680.719	63.297	64.979	55.858	39.977	17.553	60.347	28.246	0.000	20.280	9.862	107.741	0.000	0.000	0.000	0.000	0.000
16.000	0.000	13.000	1000.000	23.000	50.000	22.385	362.076	552.828	680.743	63.293	64.930	55.830	39.973	17.552	60.350	28.348	0.000	20.308	9.864	108.521	0.000	0.000	0.000	0.000	0.000
16.000	0.000	14.000	1000.000	23.000	50.000	22.387	362.391	553.141	680.726	63.224	64.865	55.924	39.979	17.552	60.379	28.238	0.000	20.339	9.882	107.680	0.000	0.000	0.000	0.000	0.000
16.000	0.000	15.000	1000.000	23.000	50.000	22.385	362.407	553.127	681.029	63.142	65.058	55.828	39.919	17.551	60.388	28.379	0.000	20.279	9.907	108.760	0.000	0.000	0.000	0.000	0.000
16.000	0.000	16.000	1000.000	23.000	50.000	22.376	362.724	553.455	681.324	63.220	65.212	55.893	39.948	17.610	60.318	28.316	0.000	20.337	9.907	108.281	0.000	0.000	0.000	0.000	0.000
16.000	0.000	17.000	1000.000	23.000	50.000	22.369	363.014	553.765	681.289	63.367	65.310	55.922	39.912	17.582	60.260	28.114	0.000	20.338	9.905	106.748	0.000	0.000	0.000	0.000	0.000
