15,24,14,1000,23,0,20.045,451.7,682.32,656.85,58.758,54.323,44.71,23.167,15.385,49.506,23.903,2.289,20.632,31.593,78.162,26,9.07,21,5.14,0
15,24,15,1000,23,0,20.044,451.68,682.35,656.88,58.759,54.478,44.801,23.14,15.385,49.509,23.892,2.289,20.588,31.514,78.092,26,9.07,21,5.14,0
15,24,16,1000,23,0,20.042,451.66,682.36,656.87,58.761,54.39,44.8,23.17,15.359,49.508,23.86,2.289,20.514,31.515,77.885,26,9.07,21,5.14,0
15,24,17,1000,23,0,20.076,451.67,682.34,656.87,58.688,54.295,44.831,23.203,15.358,49.508,24.072,2.289,20.571,31.512,79.26,26,9.07,21,5.14,0
15,24,18,1000,23,0,20.075,451.39,682.37,656.84,58.687,54.296,44.803,23.23,15.354,49.502,23.932,2.289,20.631,31.329,78.346,26,9.07,21,5.14,0
15,24,19,1000,23,0,20.076,451.36,682.36,656.92,58.605,54.48,44.724,23.236,15.354,49.475,23.985,2.289,20.631,31.328,78.694,26,9.07,21,5.14,0
15,24,20,1000,23,0,20.075,451.36,682.34,656.9,58.671,54.391,44.741,23.169,15.355,49.473,23.955,2.289,20.456,31.453,78.497,26,9.07,21,5.14,0
15,24,21,1000,23,0,20.075,451.36,682.35,657.19,58.744,54.388,44.772,23.169,15.387,49.419,24.067,2.289,20.397,31.433,79.23,26,9.07,21,5.14,0
15,24,22,1000,23,0,20.077,451.38,682.35,657.23,58.739,54.391,44.835,23.236,15.386,49.416,23.871,2.289,20.456,31.38,77.946,26,9.07,21,5.14,0
15,24,23,1000,23,0,20.076,451.37,682.35,657.23,58.689,54.336,44.832,23.233,15.389,49.381,24.063,2.289,20.545,31.391,79.206,26,9.07,21,5.14,0
15,24,24,1000,23,0,20.072,451.4,682.36,657.49,58.782,54.297,44.835,23.176,15.355,49.324,23.984,2.289,20.691,31.268,78.685,26,9.07,21,5.14,0
15,24,25,1000,23,0,20.075,451.4,682.34,657.54,58.762,54.39,44.837,23.171,15.355,49.291,23.895,2.289,20.573,31.39,78.1,26,9.07,21,5.14,0
15,24,26,1000,23,0,20.073,451.4,682.67,657.55,58.838,54.325,44.897,23.225,15.357,49.322,23.772,2.289,20.459,31.453,77.298,26,9.07,21,5.14,0
15,24,27,1000,23,0,20.122,451.36,682.68,657.17,58.84,54.326,44.742,23.238,15.356,49.417,23.996,2.289,20.515,31.332,78.751,26,9.07,21,5.14,0
15,24,28,1000,23,0,20.122,451.36,682.96,657.2,58.847,54.481,44.8,23.208,15.356,49.51,23.873,2.289,20.455,31.205,77.946,26,9.07,21,5.14,0
15,24,29,1000,23,0,20.123,451.71,682.97,657.21,58.849,54.481,44.829,23.173,15.352,49.544,23.979,2.278,20.456,31.204,78.637,26,9.07,21,5.14,0
15,24,30,1000,23,0,20.121,451.71,682.99,657.2,58.838,54.452,44.774,23.199,15.327,49.568,23.908,2.278,20.566,31.388,78.176,26,9.07,21,5.14,0
15,24,31,1000,23,0,20.12,451.67,683,657.26,58.924,54.425,44.797,23.171,15.387,49.535,23.898,2.278,20.691,31.515,78.113,26,9.07,21,5.14,0
15,24,32,1000,23,0,20.136,451.67,682.97,657.18,58.912,54.336,44.767,23.17,15.385,49.541,23.971,2.278,20.573,31.327,78.581,26,9.07,21,5.14,0
15,24,33,1000,23,0,20.122,451.69,683.28,657.23,58.93,54.297,44.741,23.169,15.385,49.541,23.871,2.278,20.573,31.389,77.935,26,9.07,21,5.14,0
15,24,34,1000,23,0,20.12,451.98,683.32,657.23,58.953,54.293,44.706,23.203,15.39,49.537,23.628,2.278,20.514,31.328,76.353,26,9.07,21,5.14,0
15,24,35,1000,23,0,20.123,451.98,683.32,657.19,58.998,54.295,44.71,23.2,15.39,49.538,23.835,2.278,20.622,31.329,77.698,26,9.07,21,5.14,0
15,24,36,1000,23,0,20.136,452.04,683.29,656.95,59.081,54.292,44.768,23.203,15.359,49.532,23.882,2.278,20.693,31.269,77.999,26,9.07,21,5.14,0
